video_id,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,logged_at
batch_1,174141,7323,0,0,2026-08-08T05:22:03.808390+00:00
batch_1,186156,6902,0,0,2026-08-08T05:26:40.244572+00:00
batch_2,319496,9161,0,0,2026-08-08T05:30:14.231727+00:00
